Printing Modifier Definitions:
Tag: ai_require_cb_for_war, Categories: Country, , All, 
Tag: improve_our_cultural_view_price_cost_modifier, Categories: Country, , All, 
Tag: provoke_rebels_price_cost_modifier, Categories: Country, , All, 
Tag: transfer_subject_price_cost_modifier, Categories: Country, , All, 
Tag: merge_colonies_price_cost_modifier, Categories: Country, , All, 
Tag: global_estate_satisfaction_from_legitimacy, Categories: Country, , All, 
Tag: may_hire_eunuch_advisors, Categories: Country, , All, 
Tag: train_general_ability, Categories: Country, , All, 
Tag: train_admiral_ability, Categories: Country, , All, 
Tag: frankokratia_vassal_state_may_declare_war, Categories: Country, , All, 
Tag: lat_access_to_reconquest_cb, Categories: Country, , All, 
Tag: lat_access_to_latin_reintegration_cabinet, Categories: Country, , All, 
Tag: monthly_nahualt_reform_progress, Categories: Country, , All, 
Tag: trust_recovery, Categories: Country, , All, 
Tag: trust_decay, Categories: Country, , All, 
Tag: local_lutheranism_movement_growth_modifier, Categories: Location, , All, 
Tag: national_lutheranism_movement_growth_modifier, Categories: Country, , All, 
Tag: local_lutheranism_movement_resistance_modifier, Categories: Location, , All, 
Tag: national_lutheranism_movement_resistance_modifier, Categories: Country, , All, 
Tag: local_calvinism_movement_growth_modifier, Categories: Location, , All, 
Tag: national_calvinism_movement_growth_modifier, Categories: Country, , All, 
Tag: local_calvinism_movement_resistance_modifier, Categories: Location, , All, 
Tag: national_calvinism_movement_resistance_modifier, Categories: Country, , All, 
Tag: twilight_of_the_tsardom_disaster_actions_price_cost_modifier, Categories: Country, , All, 
Tag: num_italian_administrations, Categories: Country, , All, 
Tag: sponsor_the_reformation_cost_modifier, Categories: Country, , All, 
Tag: crown_estate_power_from_cabinet, Categories: Country, , All, 
Tag: nobles_estate_power_from_cabinet, Categories: Country, , All, 
Tag: clergy_estate_power_from_cabinet, Categories: Country, , All, 
Tag: burghers_estate_power_from_cabinet, Categories: Country, , All, 
Tag: peasants_estate_power_from_cabinet, Categories: Country, , All, 
Tag: dhimmi_estate_power_from_cabinet, Categories: Country, , All, 
Tag: tribes_estate_power_from_cabinet, Categories: Country, , All, 
Tag: cossacks_estate_power_from_cabinet, Categories: Country, , All, 
Tag: contact_patriarch_of_constantinople_cost_modifier, Categories: Country, , All, 
Tag: maintain_bureaucracy_price_cost_modifier, Categories: Country, , All, 
Tag: remove_bureaucracy_price_cost_modifier, Categories: Country, , All, 
Tag: implement_bureaucracy_price_cost_modifier, Categories: Country, , All, 
Tag: allow_roman_movement, Categories: Country, , All, 
Tag: global_roman_culture_movement_resistance_modifier, Categories: Movement, , All, 
Tag: national_roman_culture_movement_resistance_modifier, Categories: Country, , All, 
Tag: local_roman_culture_movement_resistance_modifier, Categories: Location, , All, 
Tag: global_roman_culture_movement_growth_modifier, Categories: Movement, , All, 
Tag: national_roman_culture_movement_growth_modifier, Categories: Country, , All, 
Tag: local_roman_culture_movement_growth_modifier, Categories: Location, , All, 
Tag: local_hellenism_religion_movement_impact_modifier, Categories: Location, , All, 
Tag: global_hellenism_religion_movement_resistance_modifier, Categories: Movement, , All, 
Tag: national_hellenism_religion_movement_resistance_modifier, Categories: Country, , All, 
Tag: local_hellenism_religion_movement_resistance_modifier, Categories: Location, , All, 
Tag: global_hellenism_religion_movement_growth_modifier, Categories: Movement, , All, 
Tag: national_hellenism_religion_movement_growth_modifier, Categories: Country, , All, 
Tag: local_hellenism_religion_movement_growth_modifier, Categories: Location, , All, 
Tag: nomos_empsychos_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: honorary_titles_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: court_eunuchs_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ritualistic_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: sixty_books_of_the_basilika_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: romanitas_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: imperial_senate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: kephalai_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: magister_militum_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: themata_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: allelengyon_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: board_of_revenue_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: privy_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: audit_bureau_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: colonial_office_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: admiralty_board_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: foreign_ministry_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: trade_commission_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: war_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ordnance_board_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: commissariat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: central_secretariat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: imperial_censorate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: six_boards_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: grand_secretariat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: acharya_master_state_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: adu_barid_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: adu_dhimma_pact_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: adu_diwan_al_jund_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: adu_hijaba_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: adu_hisba_muhtasib_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: adu_madinat_al_zahra_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: adu_qadi_al_jamaa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aeg_diwan_al_mal_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aeg_iqta_halqa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aeg_karimi_tujjar_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aeg_khidmat_haramayn_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aeg_mashyakhat_azhar_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ahm_buranji_likchau_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ahm_paik_khel_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ahm_patro_mantri_sabha_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ahm_sattradhikar_mandali_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aia_dirah_pasture_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aia_diriyah_pact_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aia_ibadi_imamate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aia_mocha_customs_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aia_sharifate_haramain_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: aia_zaydi_imamate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: air_agadez_sultanate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: air_cure_salee_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: air_ineslemen_tariqat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: air_kel_owey_caravan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: alm_ahl_al_jamaa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: alm_diwan_al_insha_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: alm_sikka_almohad_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: alm_talaba_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: arc_catholicate_of_sis_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: arc_connetablie_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: arc_customs_diwan_of_ayas_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: arc_italian_factors_court_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: arc_royal_chancery_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: articulus_tribunal_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ate_akwantufo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ate_asantemanhyiamu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ate_daban_treasury_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ate_kotoko_adamfo_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ate_nhenkwaa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ayu_krom_mahatlek_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ayu_krom_tha_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ayu_kromakan_asa_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ayu_tamruat_phon_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ayu_yodfa_elephant_corps_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: azt_calmecac_schools_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: azt_calpixqui_tribute_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: azt_calpulli_wards_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: azt_cuauhpipiltin_orders_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: azt_excan_tlatoloyan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: azt_pochteca_guild_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: azt_tlatocan_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bah_daulatabad_mint_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bah_madrasa_mahmud_gawan_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bah_sufi_tariqa_patronage_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bah_wakil_us_sultanat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ban_pesantren_hierarchy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ban_polyglot_corps_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ban_surasoan_karaton_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ban_syahbandariate_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: ban_tumenggung_tributary_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bank_of_england_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bardd_teulu_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bardic_schools_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: basa_ampek_balai_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bav_geheimer_rat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bav_geistlicher_rat_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bav_hofkammer_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bav_hofmark_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bav_landstaende_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bej_hadariba_wardenship_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bej_nazirate_of_dur_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bej_silif_council_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bej_wadi_allaqi_concession_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bel_antwerp_bourse_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bel_collateral_councils_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bel_etats_de_liege_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bel_four_members_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bel_great_council_mechelen_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bel_joyous_entry_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bel_societe_generale_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bgp_apostolic_camera_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bgp_chambre_des_comptes_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bgp_estates_of_burgundy_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bgp_golden_fleece_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bgp_grande_saunerie_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bgp_lyon_fairs_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bgp_vigueries_provence_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bng_diwan_i_bangala_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bng_faujdari_thana_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bng_hussain_shahi_patronage_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bng_jagat_seth_treasury_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bng_naib_nazim_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bng_subahdari_chancery_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bng_zamindari_settlement_bureaucracy_impact_modifier, Categories: Country, , All, 
Tag: bnh_aramaic_chancery_bureaucracy_impact_modifier, Categories: Country, , All, 
